neighborhood,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,rent_per_sqfoot
Upper West Side,5354.050086355785,1.5259067357512954,1.447322970639033,974.9965457685665,4.822107081174439,10.182210708117443,55.3713298791019,0.15025906735751296,0.14680483592400692,0.27461139896373055,0.307426597582038,0.18307426597582038,0.06217616580310881,0.17443868739205526,5.491352876676415
Greenwich Village,5471.424242424242,0.8939393939393939,1.196969696969697,922.0757575757576,2.6666666666666665,6.363636363636363,84.5,0.18181818181818182,0.15151515151515152,0.3181818181818182,0.3333333333333333,0.24242424242424243,0.06060606060606061,0.19696969696969696,5.933812051201998
NoHo,5471.424242424242,0.8939393939393939,1.196969696969697,922.0757575757576,2.6666666666666665,6.363636363636363,84.5,0.18181818181818182,0.15151515151515152,0.3181818181818182,0.3333333333333333,0.24242424242424243,0.06060606060606061,0.19696969696969696,5.933812051201998
Upper East Side,5519.004,1.551,1.508,1017.698,7.03,12.104,51.022,0.158,0.184,0.312,0.326,0.228,0.06,0.196,5.423027263490741
Midtown,5930.672268907563,1.273109243697479,1.361344537815126,1049.126050420168,2.3361344537815127,23.470588235294116,44.983193277310924,0.226890756302521,0.226890756302521,0.4957983193277311,0.37815126050420167,0.2605042016806723,0.11764705882352941,0.21008403361344538,5.652964452205118
Battery Park City,5968.961538461538,1.5,1.5769230769230769,1018.5384615384615,11.663461538461538,13.567307692307692,20.403846153846153,0.17307692307692307,0.27884615384615385,0.36538461538461536,0.40384615384615385,0.25,0.057692307692307696,0.23076923076923078,5.8603202175062306
West Village,5970.9701492537315,1.1791044776119404,1.2537313432835822,854.5074626865671,3.626865671641791,4.492537313432836,78.19402985074628,0.1791044776119403,0.23880597014925373,0.31343283582089554,0.31343283582089554,0.208955223880597,0.029850746268656716,0.14925373134328357,6.9876161531474885
Flatiron District,6120.174242424242,1.1931818181818181,1.371212121212121,915.560606060606,2.1742424242424243,16.87878787878788,31.333333333333332,0.19696969696969696,0.14393939393939395,0.23484848484848486,0.25757575757575757,0.20454545454545456,0.05303030303030303,0.17424242424242425,6.68461945818922
Chelsea,6193.483516483517,1.25,1.4120879120879122,968.9120879120879,3.6648351648351647,10.373626373626374,40.06043956043956,0.15384615384615385,0.14835164835164835,0.2692307692307692,0.2967032967032967,0.1813186813186813,0.06593406593406594,0.1813186813186813,6.392203785825272
Nolita,6687.222222222223,2.0,1.5555555555555556,1122.3333333333333,2.7777777777777777,5.0,57.55555555555556,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,5.958320958320959
Central Park South,7506.95652173913,1.5434782608695652,1.6521739130434783,1173.304347826087,1.9565217391304348,11.73913043478261,80.8695652173913,0.08695652173913043,0.13043478260869565,0.30434782608695654,0.391304347826087,0.21739130434782608,0.043478260869565216,0.13043478260869565,6.398132364929963
Tribeca,7975.26050420168,1.546218487394958,1.6722689075630253,1324.1764705882354,2.966386554621849,7.546218487394958,46.36974789915966,0.23529411764705882,0.23529411764705882,0.20168067226890757,0.2857142857142857,0.2689075630252101,0.06722689075630252,0.18487394957983194,6.02280789709158
Civic Center,7975.26050420168,1.546218487394958,1.6722689075630253,1324.1764705882354,2.966386554621849,7.546218487394958,46.36974789915966,0.23529411764705882,0.23529411764705882,0.20168067226890757,0.2857142857142857,0.2689075630252101,0.06722689075630252,0.18487394957983194,6.02280789709158
SoHo,8467.655172413793,1.7586206896551724,1.603448275862069,1396.844827586207,2.5344827586206895,3.913793103448276,83.13793103448276,0.1724137931034483,0.08620689655172414,0.27586206896551724,0.3620689655172414,0.20689655172413793,0.05172413793103448,0.1896551724137931,6.061986990384734
